t,x,y
0.000000,0.062832,1.633628
0.000000,0.062832,1.696460
0.000000,0.062832,1.759292
0.000000,0.062832,1.822124
0.000000,0.062832,1.884956
0.000000,0.062832,1.947787
0.000000,0.062832,2.010619
0.000000,0.062832,2.073451
0.000000,0.062832,2.136283
0.000000,0.062832,2.199115
0.000000,0.062832,2.261947
0.000000,0.062832,2.324779
0.000000,0.062832,2.387610
0.000000,0.062832,2.450442
0.000000,0.062832,2.513274
0.000000,0.062832,2.576106
0.000000,0.062832,2.638938
0.000000,0.062832,2.701770
0.000000,0.062832,2.764602
0.000000,0.062832,2.827433
0.000000,0.062832,2.890265
0.000000,0.062832,2.953097
0.000000,0.062832,3.015929
0.000000,0.062832,3.078761
0.000000,0.062832,3.141593
0.000000,0.062832,3.204425
0.000000,0.062832,3.267256
0.000000,0.062832,3.330088
0.000000,0.062832,3.392920
0.000000,0.062832,3.455752
0.000000,0.062832,3.518584
0.000000,0.062832,3.581416
0.000000,0.062832,3.644247
0.000000,0.062832,3.707079
0.000000,0.062832,3.769911
0.000000,0.062832,3.832743
0.000000,0.062832,3.895575
0.000000,0.062832,3.958407
0.000000,0.062832,4.021239
0.000000,0.062832,4.084070
0.000000,0.062832,4.146902
0.000000,0.062832,4.209734
0.000000,0.062832,4.272566
0.000000,0.062832,4.335398
0.000000,0.062832,4.398230
0.000000,0.062832,4.461062
0.000000,0.062832,4.523893
0.000000,0.062832,4.586725
0.000000,0.062832,4.649557
0.000000,0.062832,4.712389
0.000000,0.062832,4.775221
0.000000,0.062832,4.838053
0.000000,0.062832,4.900885
0.000000,0.062832,4.963716
0.000000,0.062832,5.026548
0.000000,0.062832,5.089380
0.000000,0.062832,5.152212
0.000000,0.062832,5.215044
0.000000,0.062832,5.277876
0.000000,0.062832,5.340708
0.000000,0.062832,5.403539
0.000000,0.062832,5.466371
0.000000,0.062832,5.529203
0.000000,0.062832,5.592035
0.000000,0.062832,5.654867
0.000000,0.062832,5.717699
0.000000,0.062832,5.780530
0.000000,0.062832,5.843362
0.000000,0.062832,5.906194
0.000000,0.062832,5.969026
0.000000,0.062832,6.031858
0.000000,0.062832,6.094690
0.000000,0.062832,6.157522
0.000000,0.062832,6.220353
0.000000,0.125664,0.000000
0.000000,0.125664,0.062832
0.000000,0.125664,0.125664
0.000000,0.125664,0.188496
0.000000,0.125664,0.251327
0.000000,0.125664,0.314159
0.000000,0.125664,0.376991
0.000000,0.125664,0.439823
0.000000,0.125664,0.502655
0.000000,0.125664,0.565487
0.000000,0.125664,0.628319
0.000000,0.125664,0.691150
0.000000,0.125664,0.753982
0.000000,0.125664,0.816814
0.000000,0.125664,0.879646
0.000000,0.125664,0.942478
0.000000,0.125664,1.005310
0.000000,0.125664,1.068142
0.000000,0.125664,1.130973
0.000000,0.125664,1.193805
0.000000,0.125664,1.256637
0.000000,0.125664,1.319469
0.000000,0.125664,1.382301
0.000000,0.125664,1.445133
0.000000,0.125664,1.507964
0.000000,0.125664,1.570796
0.000000,0.125664,1.633628
0.000000,0.125664,1.696460
0.000000,0.125664,1.759292
0.000000,0.125664,1.822124
0.000000,0.125664,1.884956
0.000000,0.125664,1.947787
0.000000,0.125664,2.010619
0.000000,0.125664,2.073451
0.000000,0.125664,2.136283
0.000000,0.125664,2.199115
0.000000,0.125664,2.261947
0.000000,0.125664,2.324779
0.000000,0.125664,2.387610
0.000000,0.125664,2.450442
0.000000,0.125664,2.513274
0.000000,0.125664,2.576106
0.000000,0.125664,2.638938
0.000000,0.125664,2.701770
0.000000,0.125664,2.764602
0.000000,0.125664,2.827433
0.000000,0.125664,2.890265
0.000000,0.125664,2.953097
0.000000,0.125664,3.015929
0.000000,0.125664,3.078761
0.000000,0.125664,3.141593
0.000000,0.125664,3.204425
0.000000,0.125664,3.267256
0.000000,0.125664,3.330088
0.000000,0.125664,3.392920
0.000000,0.125664,3.455752
0.000000,0.125664,3.518584
0.000000,0.125664,3.581416
0.000000,0.125664,3.644247
0.000000,0.125664,3.707079
0.000000,0.125664,3.769911
0.000000,0.125664,3.832743
0.000000,0.125664,3.895575
0.000000,0.125664,3.958407
0.000000,0.125664,4.021239
0.000000,0.125664,4.084070
0.000000,0.125664,4.146902
0.000000,0.125664,4.209734
0.000000,0.125664,4.272566
0.000000,0.125664,4.335398
0.000000,0.125664,4.398230
0.000000,0.125664,4.461062
0.000000,0.125664,4.523893
0.000000,0.125664,4.586725
0.000000,0.125664,4.649557
0.000000,0.125664,4.712389
0.000000,0.125664,4.775221
0.000000,0.125664,4.838053
0.000000,0.125664,4.900885
0.000000,0.125664,4.963716
0.000000,0.125664,5.026548
0.000000,0.125664,5.089380
0.000000,0.125664,5.152212
0.000000,0.125664,5.215044
0.000000,0.125664,5.277876
0.000000,0.125664,5.340708
0.000000,0.125664,5.403539
0.000000,0.125664,5.466371
0.000000,0.125664,5.529203
0.000000,0.125664,5.592035
0.000000,0.125664,5.654867
0.000000,0.125664,5.717699
0.000000,0.125664,5.780530
0.000000,0.125664,5.843362
0.000000,0.125664,5.906194
0.000000,0.125664,5.969026
0.000000,0.125664,6.031858
0.000000,0.125664,6.094690
0.000000,0.125664,6.157522
0.000000,0.125664,6.220353
0.000000,0.188496,0.000000
0.000000,0.188496,0.062832
0.000000,0.188496,0.125664
0.000000,0.188496,0.188496
0.000000,0.188496,0.251327
0.000000,0.188496,0.314159
0.000000,0.188496,0.376991
0.000000,0.188496,0.439823
0.000000,0.188496,0.502655
0.000000,0.188496,0.565487
0.000000,0.188496,0.628319
0.000000,0.188496,0.691150
0.000000,0.188496,0.753982
0.000000,0.188496,0.816814
0.000000,0.188496,0.879646
0.000000,0.188496,0.942478
0.000000,0.188496,1.005310
0.000000,0.188496,1.068142
0.000000,0.188496,1.130973
0.000000,0.188496,1.193805
0.000000,0.188496,1.256637
0.000000,0.188496,1.319469
0.000000,0.188496,1.382301
0.000000,0.188496,1.445133
0.000000,0.188496,1.507964
0.000000,0.188496,1.570796
0.000000,0.188496,1.633628
0.000000,0.188496,1.696460
0.000000,0.188496,1.759292
0.000000,0.188496,1.822124
0.000000,0.188496,1.884956
0.000000,0.188496,1.947787
0.000000,0.188496,2.010619
0.000000,0.188496,2.073451
0.000000,0.188496,2.136283
0.000000,0.188496,2.199115
0.000000,0.188496,2.261947
0.000000,0.188496,2.324779
0.000000,0.188496,2.387610
0.000000,0.188496,2.450442
0.000000,0.188496,2.513274
0.000000,0.188496,2.576106
0.000000,0.188496,2.638938
0.000000,0.188496,2.701770
0.000000,0.188496,2.764602
0.000000,0.188496,2.827433
0.000000,0.188496,2.890265
0.000000,0.188496,2.953097
0.000000,0.188496,3.015929
0.000000,0.188496,3.078761
0.000000,0.188496,3.141593
0.000000,0.188496,3.204425
0.000000,0.188496,3.267256
0.000000,0.188496,3.330088
0.000000,0.188496,3.392920
0.000000,0.188496,3.455752
0.000000,0.188496,3.518584
0.000000,0.188496,3.581416
0.000000,0.188496,3.644247
0.000000,0.188496,3.707079
0.000000,0.188496,3.769911
0.000000,0.188496,3.832743
0.000000,0.188496,3.895575
0.000000,0.188496,3.958407
0.000000,0.188496,4.021239
0.000000,0.188496,4.084070
0.000000,0.188496,4.146902
0.000000,0.188496,4.209734
0.000000,0.188496,4.272566
0.000000,0.188496,4.335398
0.000000,0.188496,4.398230
0.000000,0.188496,4.461062
0.000000,0.188496,4.523893
0.000000,0.188496,4.586725
0.000000,0.188496,4.649557
0.000000,0.188496,4.712389
0.000000,0.188496,4.775221
0.000000,0.188496,4.838053
0.000000,0.188496,4.900885
0.000000,0.188496,4.963716
0.000000,0.188496,5.026548
0.000000,0.188496,5.089380
0.000000,0.188496,5.152212
0.000000,0.188496,5.215044
0.000000,0.188496,5.277876
0.000000,0.188496,5.340708
0.000000,0.188496,5.403539
0.000000,0.188496,5.466371
0.000000,0.188496,5.529203
0.000000,0.188496,5.592035
0.000000,0.188496,5.654867
0.000000,0.188496,5.717699
0.000000,0.188496,5.780530
0.000000,0.188496,5.843362
0.000000,0.188496,5.906194
0.000000,0.188496,5.969026
0.000000,0.188496,6.031858
0.000000,0.188496,6.094690
0.000000,0.188496,6.157522
0.000000,0.188496,6.220353
0.000000,0.251327,0.000000
0.000000,0.251327,0.062832
0.000000,0.251327,0.125664
0.000000,0.251327,0.188496
0.000000,0.251327,0.251327
0.000000,0.251327,0.314159
0.000000,0.251327,0.376991
0.000000,0.251327,0.439823
0.000000,0.251327,0.502655
0.000000,0.251327,0.565487
0.000000,0.251327,0.628319
0.000000,0.251327,0.691150
0.000000,0.251327,0.753982
0.000000,0.251327,0.816814
0.000000,0.251327,0.879646
0.000000,0.251327,0.942478
0.000000,0.251327,1.005310
0.000000,0.251327,1.068142
0.000000,0.251327,1.130973
0.000000,0.251327,1.193805
0.000000,0.251327,1.256637
0.000000,0.251327,1.319469
0.000000,0.251327,1.382301
0.000000,0.251327,1.445133
0.000000,0.251327,1.507964
0.000000,0.251327,1.570796
0.000000,0.251327,1.633628
0.000000,0.251327,1.696460
0.000000,0.251327,1.759292
0.000000,0.251327,1.822124
0.000000,0.251327,1.884956
0.000000,0.251327,1.947787
0.000000,0.251327,2.010619
0.000000,0.251327,2.073451
0.000000,0.251327,2.136283
0.000000,0.251327,2.199115
0.000000,0.251327,2.261947
0.000000,0.251327,2.324779
0.000000,0.251327,2.387610
0.000000,0.251327,2.450442
0.000000,0.251327,2.513274
0.000000,0.251327,2.576106
0.000000,0.251327,2.638938
0.000000,0.251327,2.701770
0.000000,0.251327,2.764602
0.000000,0.251327,2.827433
0.000000,0.251327,2.890265
0.000000,0.251327,2.953097
0.000000,0.251327,3.015929
0.000000,0.251327,3.078761
0.000000,0.251327,3.141593
0.000000,0.251327,3.204425
0.000000,0.251327,3.267256
0.000000,0.251327,3.330088
0.000000,0.251327,3.392920
0.000000,0.251327,3.455752
0.000000,0.251327,3.518584
0.000000,0.251327,3.581416
0.000000,0.251327,3.644247
0.000000,0.251327,3.707079
0.000000,0.251327,3.769911
0.000000,0.251327,3.832743
0.000000,0.251327,3.895575
0.000000,0.251327,3.958407
0.000000,0.251327,4.021239
0.000000,0.251327,4.084070
0.000000,0.251327,4.146902
0.000000,0.251327,4.209734
0.000000,0.251327,4.272566
0.000000,0.251327,4.335398
0.000000,0.251327,4.398230
0.000000,0.251327,4.461062
0.000000,0.251327,4.523893
0.000000,0.251327,4.586725
0.000000,0.251327,4.649557
0.000000,0.251327,4.712389
0.000000,0.251327,4.775221
0.000000,0.251327,4.838053
0.000000,0.251327,4.900885
0.000000,0.251327,4.963716
0.000000,0.251327,5.026548
0.000000,0.251327,5.089380
0.000000,0.251327,5.152212
0.000000,0.251327,5.215044
0.000000,0.251327,5.277876
0.000000,0.251327,5.340708
0.000000,0.251327,5.403539
0.000000,0.251327,5.466371
0.000000,0.251327,5.529203
0.000000,0.251327,5.592035
0.000000,0.251327,5.654867
0.000000,0.251327,5.717699
0.000000,0.251327,5.780530
0.000000,0.251327,5.843362
0.000000,0.251327,5.906194
0.000000,0.251327,5.969026
0.000000,0.251327,6.031858
0.000000,0.251327,6.094690
0.000000,0.251327,6.157522
0.000000,0.251327,6.220353
0.000000,0.314159,0.000000
0.000000,0.314159,0.062832
0.000000,0.314159,0.125664
0.000000,0.314159,0.188496
0.000000,0.314159,0.251327
0.000000,0.314159,0.314159
0.000000,0.314159,0.376991
0.000000,0.314159,0.439823
0.000000,0.314159,0.502655
0.000000,0.314159,0.565487
0.000000,0.314159,0.628319
0.000000,0.314159,0.691150
0.000000,0.314159,0.753982
0.000000,0.314159,0.816814
0.000000,0.314159,0.879646
0.000000,0.314159,0.942478
0.000000,0.314159,1.005310
0.000000,0.314159,1.068142
0.000000,0.314159,1.130973
0.000000,0.314159,1.193805
0.000000,0.314159,1.256637
0.000000,0.314159,1.319469
0.000000,0.314159,1.382301
0.000000,0.314159,1.445133
0.000000,0.314159,1.507964
0.000000,0.314159,1.570796
0.000000,0.314159,1.633628
0.000000,0.314159,1.696460
0.000000,0.314159,1.759292
0.000000,0.314159,1.822124
0.000000,0.314159,1.884956
0.000000,0.314159,1.947787
0.000000,0.314159,2.010619
0.000000,0.314159,2.073451
0.000000,0.314159,2.136283
0.000000,0.314159,2.199115
0.000000,0.314159,2.261947
0.000000,0.314159,2.324779
0.000000,0.314159,2.387610
0.000000,0.314159,2.450442
0.000000,0.314159,2.513274
0.000000,0.314159,2.576106
0.000000,0.314159,2.638938
0.000000,0.314159,2.701770
0.000000,0.314159,2.764602
0.000000,0.314159,2.827433
0.000000,0.314159,2.890265
0.000000,0.314159,2.953097
0.000000,0.314159,3.015929
0.000000,0.314159,3.078761
0.000000,0.314159,3.141593
0.000000,0.314159,3.204425
0.000000,0.314159,3.267256
0.000000,0.314159,3.330088
0.000000,0.314159,3.392920
0.000000,0.314159,3.455752
0.000000,0.314159,3.518584
0.000000,0.314159,3.581416
0.000000,0.314159,3.644247
0.000000,0.314159,3.707079
0.000000,0.314159,3.769911
0.000000,0.314159,3.832743
0.000000,0.314159,3.895575
0.000000,0.314159,3.958407
0.000000,0.314159,4.021239
0.000000,0.314159,4.084070
0.000000,0.314159,4.146902
0.000000,0.314159,4.209734
0.000000,0.314159,4.272566
0.000000,0.314159,4.335398
0.000000,0.314159,4.398230
0.000000,0.314159,4.461062
0.000000,0.314159,4.523893
0.000000,0.314159,4.586725
0.000000,0.314159,4.649557
0.000000,0.314159,4.712389
0.000000,0.314159,4.775221
0.000000,0.314159,4.838053
0.000000,0.314159,4.900885
0.000000,0.314159,4.963716
0.000000,0.314159,5.026548
0.000000,0.314159,5.089380
0.000000,0.314159,5.152212
0.000000,0.314159,5.215044
0.000000,0.314159,5.277876
0.000000,0.314159,5.340708
0.000000,0.314159,5.403539
0.000000,0.314159,5.466371
0.000000,0.314159,5.529203
0.000000,0.314159,5.592035
0.000000,0.314159,5.654867
0.000000,0.314159,5.717699
0.000000,0.314159,5.780530
0.000000,0.314159,5.843362
0.000000,0.314159,5.906194
0.000000,0.314159,5.969026
0.000000,0.314159,6.031858
0.000000,0.314159,6.094690
0.000000,0.314159,6.157522
0.000000,0.314159,6.220353
0.000000,0.376991,0.000000
0.000000,0.376991,0.062832
0.000000,0.376991,0.125664
0.000000,0.376991,0.188496
0.000000,0.376991,0.251327
0.000000,0.376991,0.314159
0.000000,0.376991,0.376991
0.000000,0.376991,0.439823
0.000000,0.376991,0.502655
0.000000,0.376991,0.565487
0.000000,0.376991,0.628319
0.000000,0.376991,0.691150
0.000000,0.376991,0.753982
0.000000,0.376991,0.816814
0.000000,0.376991,0.879646
0.000000,0.376991,0.942478
0.000000,0.376991,1.005310
0.000000,0.376991,1.068142
0.000000,0.376991,1.130973
0.000000,0.376991,1.193805
0.000000,0.376991,1.256637
0.000000,0.376991,1.319469
0.000000,0.376991,1.382301
0.000000,0.376991,1.445133
0.000000,0.376991,1.507964
0.000000,0.376991,1.570796
0.000000,0.376991,1.633628
0.000000,0.376991,1.696460
0.000000,0.376991,1.759292
0.000000,0.376991,1.822124
0.000000,0.376991,1.884956
0.000000,0.376991,1.947787
0.000000,0.376991,2.010619
0.000000,0.376991,2.073451
0.000000,0.376991,2.136283
0.000000,0.376991,2.199115
0.000000,0.376991,2.261947
0.000000,0.376991,2.324779
0.000000,0.376991,2.387610
0.000000,0.376991,2.450442
0.000000,0.376991,2.513274
0.000000,0.376991,2.576106
0.000000,0.376991,2.638938
0.000000,0.376991,2.701770
0.000000,0.376991,2.764602
0.000000,0.376991,2.827433
0.000000,0.376991,2.890265
0.000000,0.376991,2.953097
0.000000,0.376991,3.015929
0.000000,0.376991,3.078761
0.000000,0.376991,3.141593
0.000000,0.376991,3.204425
0.000000,0.376991,3.267256
0.000000,0.376991,3.330088
0.000000,0.376991,3.392920
0.000000,0.376991,3.455752
0.000000,0.376991,3.518584
0.000000,0.376991,3.581416
0.000000,0.376991,3.644247
0.000000,0.376991,3.707079
0.000000,0.376991,3.769911
0.000000,0.376991,3.832743
0.000000,0.376991,3.895575
0.000000,0.376991,3.958407
0.000000,0.376991,4.021239
0.000000,0.376991,4.084070
0.000000,0.376991,4.146902
0.000000,0.376991,4.209734
0.000000,0.376991,4.272566
0.000000,0.376991,4.335398
0.000000,0.376991,4.398230
0.000000,0.376991,4.461062
0.000000,0.376991,4.523893
0.000000,0.376991,4.586725
0.000000,0.376991,4.649557
0.000000,0.376991,4.712389
0.000000,0.376991,4.775221
0.000000,0.376991,4.838053
0.000000,0.376991,4.900885
0.000000,0.376991,4.963716
0.000000,0.376991,5.026548
0.000000,0.376991,5.089380
0.000000,0.376991,5.152212
0.000000,0.376991,5.215044
0.000000,0.376991,5.277876
0.000000,0.376991,5.340708
0.000000,0.376991,5.403539
0.000000,0.376991,5.466371
0.000000,0.376991,5.529203
0.000000,0.376991,5.592035
0.000000,0.376991,5.654867
0.000000,0.376991,5.717699
0.000000,0.376991,5.780530
0.000000,0.376991,5.843362
0.000000,0.376991,5.906194
0.000000,0.376991,5.969026
0.000000,0.376991,6.031858
0.000000,0.376991,6.094690
0.000000,0.376991,6.157522
0.000000,0.376991,6.220353
0.000000,0.439823,0.000000
0.000000,0.439823,0.062832
0.000000,0.439823,0.125664
0.000000,0.439823,0.188496
0.000000,0.439823,0.251327
0.000000,0.439823,0.314159
0.000000,0.439823,0.376991
0.000000,0.439823,0.439823
0.000000,0.439823,0.502655
0.000000,0.439823,0.565487
0.000000,0.439823,0.628319
0.000000,0.439823,0.691150
0.000000,0.439823,0.753982
0.000000,0.439823,0.816814
0.000000,0.439823,0.879646
0.000000,0.439823,0.942478
0.000000,0.439823,1.005310
0.000000,0.439823,1.068142
0.000000,0.439823,1.130973
0.000000,0.439823,1.193805
0.000000,0.439823,1.256637
0.000000,0.439823,1.319469
0.000000,0.439823,1.382301
0.000000,0.439823,1.445133
0.000000,0.439823,1.507964
0.000000,0.439823,1.570796
0.000000,0.439823,1.633628
0.000000,0.439823,1.696460
0.000000,0.439823,1.759292
0.000000,0.439823,1.822124
0.000000,0.439823,1.884956
0.000000,0.439823,1.947787
0.000000,0.439823,2.010619
0.000000,0.439823,2.073451
0.000000,0.439823,2.136283
0.000000,0.439823,2.199115
0.000000,0.439823,2.261947
0.000000,0.439823,2.324779
0.000000,0.439823,2.387610
0.000000,0.439823,2.450442
0.000000,0.439823,2.513274
0.000000,0.439823,2.576106
0.000000,0.439823,2.638938
0.000000,0.439823,2.701770
0.000000,0.439823,2.764602
0.000000,0.439823,2.827433
0.000000,0.439823,2.890265
0.000000,0.439823,2.953097
0.000000,0.439823,3.015929
0.000000,0.439823,3.078761
0.000000,0.439823,3.141593
0.000000,0.439823,3.204425
0.000000,0.439823,3.267256
0.000000,0.439823,3.330088
0.000000,0.439823,3.392920
0.000000,0.439823,3.455752
0.000000,0.439823,3.518584
0.000000,0.439823,3.581416
0.000000,0.439823,3.644247
0.000000,0.439823,3.707079
0.000000,0.439823,3.769911
0.000000,0.439823,3.832743
0.000000,0.439823,3.895575
0.000000,0.439823,3.958407
0.000000,0.439823,4.021239
0.000000,0.439823,4.084070
0.000000,0.439823,4.146902
0.000000,0.439823,4.209734
0.000000,0.439823,4.272566
0.000000,0.439823,4.335398
0.000000,0.439823,4.398230
0.000000,0.439823,4.461062
0.000000,0.439823,4.523893
0.000000,0.439823,4.586725
0.000000,0.439823,4.649557
0.000000,0.439823,4.712389
0.000000,0.439823,4.775221
0.000000,0.439823,4.838053
0.000000,0.439823,4.900885
0.000000,0.439823,4.963716
0.000000,0.439823,5.026548
0.000000,0.439823,5.089380
0.000000,0.439823,5.152212
0.000000,0.439823,5.215044
0.000000,0.439823,5.277876
0.000000,0.439823,5.340708
0.000000,0.439823,5.403539
0.000000,0.439823,5.466371
0.000000,0.439823,5.529203
0.000000,0.439823,5.592035
0.000000,0.439823,5.654867
0.000000,0.439823,5.717699
0.000000,0.439823,5.780530
0.000000,0.439823,5.843362
0.000000,0.439823,5.906194
0.000000,0.439823,5.969026
0.000000,0.439823,6.031858
0.000000,0.439823,6.094690
0.000000,0.439823,6.157522
0.000000,0.439823,6.220353
0.000000,0.502655,0.000000
0.000000,0.502655,0.062832
0.000000,0.502655,0.125664
0.000000,0.502655,0.188496
0.000000,0.502655,0.251327
0.000000,0.502655,0.314159
0.000000,0.502655,0.376991
0.000000,0.502655,0.439823
0.000000,0.502655,0.502655
0.000000,0.502655,0.565487
0.000000,0.502655,0.628319
0.000000,0.502655,0.691150
0.000000,0.502655,0.753982
0.000000,0.502655,0.816814
0.000000,0.502655,0.879646
0.000000,0.502655,0.942478
0.000000,0.502655,1.005310
0.000000,0.502655,1.068142
0.000000,0.502655,1.130973
0.000000,0.502655,1.193805
0.000000,0.502655,1.256637
0.000000,0.502655,1.319469
0.000000,0.502655,1.382301
0.000000,0.502655,1.445133
0.000000,0.502655,1.507964
0.000000,0.502655,1.570796
0.000000,0.502655,1.633628
0.000000,0.502655,1.696460
0.000000,0.502655,1.759292
0.000000,0.502655,1.822124
0.000000,0.502655,1.884956
0.000000,0.502655,1.947787
0.000000,0.502655,2.010619
0.000000,0.502655,2.073451
0.000000,0.502655,2.136283
0.000000,0.502655,2.199115
0.000000,0.502655,2.261947
0.000000,0.502655,2.324779
0.000000,0.502655,2.387610
0.000000,0.502655,2.450442
0.000000,0.502655,2.513274
0.000000,0.502655,2.576106
0.000000,0.502655,2.638938
0.000000,0.502655,2.701770
0.000000,0.502655,2.764602
0.000000,0.502655,2.827433
0.000000,0.502655,2.890265
0.000000,0.502655,2.953097
0.000000,0.502655,3.015929
0.000000,0.502655,3.078761
0.000000,0.502655,3.141593
0.000000,0.502655,3.204425
0.000000,0.502655,3.267256
0.000000,0.502655,3.330088
0.000000,0.502655,3.392920
0.000000,0.502655,3.455752
0.000000,0.502655,3.518584
0.000000,0.502655,3.581416
0.000000,0.502655,3.644247
0.000000,0.502655,3.707079
0.000000,0.502655,3.769911
0.000000,0.502655,3.832743
0.000000,0.502655,3.895575
0.000000,0.502655,3.958407
0.000000,0.502655,4.021239
0.000000,0.502655,4.084070
0.000000,0.502655,4.146902
0.000000,0.502655,4.209734
0.000000,0.502655,4.272566
0.000000,0.502655,4.335398
0.000000,0.502655,4.398230
0.000000,0.502655,4.461062
0.000000,0.502655,4.523893
0.000000,0.502655,4.586725
0.000000,0.502655,4.649557
0.000000,0.502655,4.712389
0.000000,0.502655,4.775221
0.000000,0.502655,4.838053
0.000000,0.502655,4.900885
0.000000,0.502655,4.963716
0.000000,0.502655,5.026548
0.000000,0.502655,5.089380
0.000000,0.502655,5.152212
0.000000,0.502655,5.215044
0.000000,0.502655,5.277876
0.000000,0.502655,5.340708
0.000000,0.502655,5.403539
0.000000,0.502655,5.466371
0.000000,0.502655,5.529203
0.000000,0.502655,5.592035
0.000000,0.502655,5.654867
0.000000,0.502655,5.717699
0.000000,0.502655,5.780530
0.000000,0.502655,5.843362
0.000000,0.502655,5.906194
0.000000,0.502655,5.969026
0.000000,0.502655,6.031858
0.000000,0.502655,6.094690
0.000000,0.502655,6.157522
0.000000,0.502655,6.220353
0.000000,0.565487,0.000000
0.000000,0.565487,0.062832
0.000000,0.565487,0.125664
0.000000,0.565487,0.188496
0.000000,0.565487,0.251327
0.000000,0.565487,0.314159
0.000000,0.565487,0.376991
0.000000,0.565487,0.439823
0.000000,0.565487,0.502655
0.000000,0.565487,0.565487
0.000000,0.565487,0.628319
0.000000,0.565487,0.691150
0.000000,0.565487,0.753982
0.000000,0.565487,0.816814
0.000000,0.565487,0.879646
0.000000,0.565487,0.942478
0.000000,0.565487,1.005310
0.000000,0.565487,1.068142
0.000000,0.565487,1.130973
0.000000,0.565487,1.193805
0.000000,0.565487,1.256637
0.000000,0.565487,1.319469
0.000000,0.565487,1.382301
0.000000,0.565487,1.445133
0.000000,0.565487,1.507964
0.000000,0.565487,1.570796
0.000000,0.565487,1.633628
0.000000,0.565487,1.696460
0.000000,0.565487,1.759292
0.000000,0.565487,1.822124
0.000000,0.565487,1.884956
0.000000,0.565487,1.947787
